"Status","Application Name","Record Type","Assigned to Staff","Assigned Date","Record #","Unit #","Start Fraction","Zip Code","Closed Date","Street #","Dir","Type","Street Name","Short Notes","Opened Date"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00503","","","40229","01/31/2023","9260","","RD","Smyrna","","08/08/2022"
"Expired","National Liquors","Tobacco Ordinance License","","","LIC-TOBL-22-00501","","","40118","01/07/2024","8808","","TPKE","NATIONAL","","08/08/2022"
"Expired","Macs Food Mart","Tobacco Ordinance License","","","LIC-TOBL-22-00497","","","40211","01/07/2024","1500","","ST","HEMLOCK","","08/08/2022"
"Active","Yennes Food Mart","Tobacco Ordinance License","","","LIC-TOBL-22-00496","basment","","40203","01/07/2024","850","W","BLVD","muhammad ali","","08/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00493","","","40216","","723","","AVE","GAGEL","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00492","","","40272","","701","","DR","VALLEY COLLEGE","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00491","","","40212","","2421","W","ST","MARKET","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00490","","","40203","","1234","W","","BROADWAY","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00489","","","40212","","3901","W","ST","MARKET","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00488","","","40219","","8010","","HWY","PRESTON","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00487","","","40212","","2124","","ST","BANK","","08/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00486","","","40209","01/07/2024","1016","","LN","PHILLIPS","","08/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00485","","","40218","01/31/2023","3301","SE","RD","NEWBURG ROAD","","08/03/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00484","","","40214","01/31/2023","6702","","DR","SOUTHSIDE","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00483","","","40216","","4445","","RD","MANSLICK","","08/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00482","","","40212","","438","N","ST","28TH","","08/02/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00481","","","40213","01/29/2024","3130","","RD","POPLAR LEVEL","","08/02/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00480","","","40242","01/31/2023","8730","","RD","WESTPORT","","08/02/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00479","","","40205","01/31/2023","2282","","RD","BARDSTOWN","","08/01/2022"
"Expired","Better way Deli","Tobacco Ordinance License","","","LIC-TOBL-22-00478","","","40216","01/29/2024","4001","NW","RD","Cane Run","","07/28/2022"
"Active","Exotic King Smoke Shop","Tobacco Ordinance License","","","LIC-TOBL-22-00477","","","40218","","2253","","LN","HIKES","","07/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00476","","","40203","","542","E","ST","Lampton","","07/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00475","","","40272","","10501","","HWY","DIXIE","","07/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00474","","","40210","01/01/2023","1800","W","ST","OAK","","07/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00473","","","40215","01/31/2023","3439","","BLVD","taylor","","07/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00472","K","","40245","01/31/2023","12907","","LN","FACTORY","","07/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00471","","","40211","","4132","W","","BROADWAY","","07/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00470","A","","40219","","8003","","RD","SHEPHERDSVILLE","","07/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00469","","","40219","","7101","","DR","GREENRIDGE FARM","","07/25/2022"
"Active","DF Foodmart","Tobacco Ordinance License","","","LIC-TOBL-22-00468","","","40212","","358","N","ST","26TH","","07/25/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00467","1","","40204","01/07/2024","1043","","RD","BARDSTOWN","","07/21/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00466","","","40177","01/31/2023","15901","","HWY","DIXIE","","07/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00465","","","40211","","3036","","AVE","WILSON","","07/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00464","","","40215","","4126","","BLVD","TAYLOR","","07/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00463","","","40206","","1961","","RD","BROWNSBORO","","07/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00462","","","40258","","6312","","RD","GREENWOOD","","07/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00461","","","40215","01/01/2024","1810","","BLVD","BERRY","","07/18/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00460","","","40218","","4335","","RD","BARDSTOWN","","07/18/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00459","","","40219","","6514","","HWY","PRESTON","","07/18/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00458","","","40202","01/07/2024","440","W","ST","MARKET","","07/15/2022"
"Expired","Oxmoor Smoke Shoppe","Tobacco Ordinance License","","","LIC-TOBL-22-00457","","","40222","01/07/2024","7900","","RD","SHELBYVILLE","","07/15/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00455","A","","40204","01/31/2023","1029","","RD","Bardstown","","07/15/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00453","B","","40210","01/31/2023","1201","W","ST","HILL","","07/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00452","C Fuel","","40216","","4915","","HWY","DIXIE","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00451","Fuel","","40245","","13003","","LN","FACTORY","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00450","B Liquor","","40216","","4915","","HWY","DIXIE","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00449","Liquor","","40272","","10641","","HWY","DIXIE","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00448","101 Liquor","","40241","","9501","","RD","WESTPORT","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00447","A  Liquor","","40217","","1265","","AVE","GOSS","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00446","Liquor","","40208","","3167","S","ST","2ND","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00445","102 Liquor","","40299","","12613","","RD","TAYLORSVILLE","","07/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00444","","","40258","01/31/2023","5214","S","","Greenwood rd","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00443","","","40214","01/31/2023","7312","","","Saint Andrews Church rd","","07/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00442","","","40222","01/07/2024","608","","LN","LYNDON","","07/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00441","","","40220","01/07/2024","2727","S","PKY","HURSTBOURNE","","07/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00440","","","40228","01/07/2024","6712","","LOOP","OUTER","","07/13/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00439","","","40241","01/31/2023","10511","","","Fischer Park DR","","07/12/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00438","","","40228","01/31/2023","4300","","LN","FEGENBUSH","","07/12/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00437","","","40207","01/29/2024","4013","","LN","DUTCHMANS","","07/12/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00436","","","40208","01/07/2024","611","","AVE","WINKLER","","07/12/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00435","","","40207","01/31/2023","131","","LN","BRECKENRIDGE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00434","130 Liquor","","40207","","291","N","LN","HUBBARDS","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00433","Fuel","","40207","","296","N","LN","HUBBARDS","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00432","Liquor","","40206","","2206","","RD","BROWNSBORO","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00431","100 Liquor","","40241","","9440","","RD","BROWNSBORO","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00430","Fuel","","40291","","6900","","RD","BARDSTOWN","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00429","Fuel","","40243","","12501","","RD","SHELBYVILLE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00428","Grocery","","40243","","12501","","RD","SHELBYVILLE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00427","Liquor","","40243","","12607","","RD","SHELBYVILLE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00426","130Grocery","","40207","","291","N","LN","HUBBARDS","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00425","Fuel","","40299","","9080","","RD","TAYLORSVILLE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00424","Liquor","","40299","","9086","","RD","TAYLORSVILLE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00423","C Fuel","","40219","","4501","","LOOP","OUTER","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00422","Liquor","","40219","","4501","","LOOP","OUTER","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00421","Fuel","","40059","","6501","","LN","FOREST COVE","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00420","Fuel","","40229","","5001","","LN","MUD","","07/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00419","101 Liquor","","40229","","5001","","LN","MUD","","07/08/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00417","","","40272","01/29/2024","9843","","RD","3RD STREET","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00415","Fuel","","40211","","2710","W","","BROADWAY","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00414","","","40212","","3022","","AVE","PORTLAND","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00413","","","40211","","3421","W","","BROADWAY","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00412","","","40215","","3277","","BLVD","TAYLOR","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00411","","","40216","","2501","","HWY","DIXIE","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00410","","","40216","","3201","","WAY","KRISTIN","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00409","Liquor","","40214","","5539","","RD","NEW CUT","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00408","Fuel","","40214","","5533","","RD","NEW CUT","","07/07/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00407","","","40219","01/07/2024","4936","","RD","POPLAR LEVEL","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00406","102","","40218","01/31/2023","3327","NW","RD","Bardstown Rd","","07/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00405","","","40291","","5306","","RD","BARDSTOWN","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00404","Liquor","","40291","","6910","","RD","BARDSTOWN","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00403","Liquor","","40220","","3017","","LN","BRECKENRIDGE","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00402","Liquor","","40205","","2450","","RD","BARDSTOWN","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00401","H  Fuel","H","40223","","9812","","RD","LINN STATION","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00400","Liquor","","40223","","9812","","RD","LINN STATION","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00399","Fuel","","40258","","7509","","RD","TERRY","","07/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00398","Liquor","","40222","","2227","","CTR","HOLIDAY MANOR","","07/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00397","","","40215","01/31/2023","3640","","BLVD","TAYLOR","","07/06/2022"
"Expired","Norfolk Food Mart","Tobacco Ordinance License","","","LIC-TOBL-22-00396","","","40228","01/31/2023","4310","NE","LN","Fegenbush","","07/02/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00395","","","40215","","3110","","BLVD","TAYLOR","","07/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00394","","","40213","01/31/2023","3210","","HWY","PRESTON","","07/01/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00393","","","40215","","1600","","AVE","ARCADE","","07/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00392","","","40205","01/31/2023","2280","","RD","BARDSTOWN","","06/30/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00391","","","40228","01/31/2023","6403","E","RD","MANSLICK","","06/30/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00390","","","40215","01/31/2023","3449","","BLVD","TAYLOR","","06/30/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00389","","","40299","","9602","","RD","TAYLORSVILLE","","06/30/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00388","","","40291","","6325","","RD","BARDSTOWN","","06/30/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00387","","","40219","","9110","","RD","BLUE LICK","","06/30/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00386","","","40216","","2710","","LN","ROCKFORD","","06/30/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00385","","","40216","01/29/2024","3632","S","RD","7th Street","","06/29/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00384","","","40215","01/07/2024","1842","","BLVD","BERRY","","06/29/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00383","","","40203","01/31/2023","1100","S","ST","1ST","","06/28/2022"
"Expired","Om hari Om Llc","Tobacco Ordinance License","","","LIC-TOBL-22-00382","","","40216","01/07/2024","5909","","RD","TERRY","","06/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00381","","","40203","","1036","S","ST","4TH","","06/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00380","","","40218","01/07/2024","2208","","LN","HIKES","","06/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00379","101","","40214","01/31/2023","5330","S","ST","3RD","","06/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00378","","","40214","","6908","","DR","SOUTHSIDE","","06/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00377","","","40203","","1123","S","ST","FLOYD","","06/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00376","","","40272","","13018","","HWY","DIXIE","","06/27/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00375","","","40203","","1001","W","","BROADWAY","","06/27/2022"
"Active","Marathon","Tobacco Ordinance License","","","LIC-TOBL-22-00374","","","40245","01/31/2023","11701","","RD","WESTPORT","","06/27/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00373","","","40219","01/29/2024","7908","","HWY","Preston Hwy","","06/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00372","","","40205","01/31/2023","1735","","RD","NEWBURG","","06/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00371","","","40202","01/31/2023","332","W","","BROADWAY","","06/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00370","","","40214","01/31/2023","6629","","DR","SOUTHSIDE","","06/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00369","","","40219","","5501","","BLVD","CLEARWATER FARM","","06/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00368","","","40118","","8701","","TPKE","NATIONAL","","06/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00367","","","40215","","1001","","AVE","BROOKLINE","","06/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00366","101","","40223","01/31/2023","2809","N","PKY","HURSTBOURNE","","06/24/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00365","","","40216","","4525","","HWY","DIXIE","","06/23/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00364","","","40205","01/07/2024","1577","","RD","BARDSTOWN","","06/23/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00363","","","40204","01/07/2024","1004","E","ST","OAK","","06/23/2022"
"Active","Maxx","Tobacco Ordinance License","","","LIC-TOBL-22-00362","104","","40258","01/01/2023","8021","","HWY","Dixie","","06/22/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00361","","","40203","01/07/2024","1036","S","ST","4TH","","06/22/2022"
"Active","Marathon","Tobacco Ordinance License","","","LIC-TOBL-22-00360","","","40212","01/31/2023","3801","W","ST","MARKET","","06/22/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00359","","","40223","01/07/2024","10426","","RD","SHELBYVILLE","","06/22/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00358","","","40205","01/07/2024","1611","","PL","NORRIS","","06/22/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00357","","","40218","01/01/2023","2928","","LN","HIKES","","06/22/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00356","B","","40205","","1554","","RD","BARDSTOWN","","06/22/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00355","","","40243","","13210","","RD","SHELBYVILLE","","06/22/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00354","","","40207","","4236","","RD","SHELBYVILLE","","06/22/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00353","","","40229","","5930","","RD","COOPER CHAPEL","","06/21/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00352","","","40272","","12625","","HWY","DIXIE","","06/21/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00351","","","40258","01/01/2023","8094","","HWY","DIXIE","","06/21/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00350","","","40219","","7303","","HWY","PRESTON","","06/20/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00349","","","40229","","9201","","HWY","PRESTON","","06/20/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00348","","","40205","01/31/2023","1582","","RD","BARDSTOWN","","06/18/2022"
"Expired","Super USA #5","Tobacco Ordinance License","","","LIC-TOBL-22-00347","","","40214","01/07/2024","5901","","RD","NEW CUT","","06/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00346","","","40206","01/31/2023","2009","E","RD","Brownsboro","","06/17/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00345","","","40215","01/31/2023","1810","","BLVD","BERRY","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00344","","","40299","","9101","","DR","GALENE","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00343","","","40216","","2625","","LN","ROCKFORD","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00342","","","40216","","3808","","RD","7TH STREET","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00341","","","40216","","2701","","HWY","DIXIE","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00340","","","40299","","9541","","RD","TAYLORSVILLE","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00339","","","40213","","1207","","LN","GILMORE","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00338","","","40272","","11909","","HWY","DIXIE","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00337","","","40118","","10608","W","RD","MANSLICK","","06/17/2022"
"Active","Five Star Food Mart","Tobacco Ordinance License","","","LIC-TOBL-22-00336","","","40258","","9501","","RD","CANE RUN","","06/17/2022"
"Active","Five Star Food Mart","Tobacco Ordinance License","","","LIC-TOBL-22-00335","","","40299","","10314","","TRL","WATTERSON","","06/17/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00334","","","40258","","5207","","RD","GREENWOOD","","06/16/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00333","","","40212","01/31/2023","2316","W","ST","MARKET","","06/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00332","","","40204","01/31/2023","800","E","ST","KENTUCKY","","06/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00331","","","40215","","1255","W","AVE","ASHLAND","","06/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00330","","","40118","","404","","RD","MOUNT HOLLY","","06/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00329","","","40299","","9602","","RD","TAYLORSVILLE","","06/16/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00328","101","","40206","","819","E","ST","MARKET","","06/16/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00327","","","40216","02/01/2023","4129","","DR","Flintlock","","06/15/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00326","","","40216","01/31/2023","5909","","RD","TERRY","","06/15/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00325","","","40202","01/31/2023","531","S","ST","4TH","","06/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00324","","","40291","","5301","","RD","BARDSTOWN","","06/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00323","","","40272","","10642","","HWY","DIXIE","","06/14/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00322","","","40299","01/29/2024","4600","","LN","WATTBOURNE","","06/14/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00321","","","40214","01/29/2024","5929","","RD","NEW CUT","","06/14/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00320","1620","","40220","01/07/2024","1620","S","PARK","Hurstbourne","","06/13/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00319","","","40203","01/31/2023","309","E","ST","ST CATHERINE","","06/09/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00318","200","","40208","01/07/2024","3119","S","ST","2ND","","06/08/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00317","","","40222","01/29/2024","7401","","RD","NEW LA GRANGE","","06/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00316","","","40222","01/29/2024","7401","","RD","NEW LA GRANGE","","06/01/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00315","","","40219","01/29/2024","5024","","RD","POPLAR LEVEL","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00314","","","40242","01/01/2023","9200","","RD","WESTPORT","","05/26/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00313","","","40216","01/29/2024","2700","","LN","Rockford","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00312","","","40219","01/01/2023","8000","","RD","BLUE LICK","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00311","","","40291","01/01/2023","5623","","RD","BARDSTOWN","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00310","","","40214","01/31/2023","5514","","RD","NEW CUT","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00309","","","40216","01/01/2023","4940","","RD","MANSLICK","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00308","","","40218","01/01/2023","4780","","RD","BARDSTOWN","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00307","","","40299","01/01/2023","3920","","PKY","RUCKRIEGEL","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00306","","","40208","01/01/2023","346","E","ST","LEE","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00305","","","40207","01/01/2023","296","N","LN","HUBBARDS","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00304","","","40299","01/01/2023","2803","","LN","PATTI","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00303","","","40243","01/01/2023","12610","","RD","SHELBYVILLE","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00302","","","40243","01/01/2023","12017","","RD","SHELBYVILLE","","05/26/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00301","","","40203","","901","S","ST","SHELBY","","05/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00300","","","40272","01/29/2024","8809","","RD","3RD STREET","","05/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00299","","","40214","01/29/2024","7600","","RD","3RD STREET","","05/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00298","","","40216","01/29/2024","1629","","AVE","GAGEL","","05/25/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00297","","","40211","01/29/2024","2631","W","","BROADWAY","","05/24/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00296","","","40241","01/29/2024","11401","","RD","WESTPORT","","05/24/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00295","","","40215","01/07/2024","901","","ST","DENMARK","","05/24/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00294","","","40216","01/29/2024","4953","","RD","MANSLICK","","05/23/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00293","","","40211","","1201","","AVE","CECIL","","05/22/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00292","","","40218","01/29/2024","2216","","LN","HIKES","","05/20/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00291","","","40219","01/29/2024","4902","","RD","poplar level","","05/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00290","","","40215","01/31/2023","4105","","BLVD","TAYLOR","","05/19/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00289","","","40212","","359","N","ST","26TH","","05/19/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00288","","","","01/29/2024","5019","S","","3rd street","","05/19/2022"
